date,time,Holiday,Year,Mouth,Day,TOPT,MT,LOWT,WET,P,WIND,RAIN,SUN,SO2,NO2,CO,O3,PM10,PM2.5,TD,WOAMN,MAN,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AG1,AG2,AG3,HX,XH,MJ,NFM
20180513,1594,1,2018,5,13,26.3,23.4,21.1,89,1009.6,1.4,7,19,10,40,1.2,150,93,66,102,42,60,1,0,3,8,26,49,15,1,21,80,11,25,1,2
20180514,1595,0,2018,5,14,33.6,26.7,21,76.8,1008.2,1.7,0,105,8,19,0.9,142,54,43,106,45,61,0,1,2,4,27,58,14,0,18,88,14,38,3,4
20180515,1596,0,2018,5,15,34.1,28.4,24.6,76.5,1005.1,2.5,0,68,7,16,0.7,123,47,34,117,48,69,1,0,0,10,22,64,20,1,21,95,16,31,2,3
20180516,1597,0,2018,5,16,36.1,29.6,23.4,73.5,1003.2,2.6,0,121,7,18,0.7,138,48,31,103,43,60,0,0,2,7,31,50,13,0,20,83,10,28,0,3
20180517,1598,0,2018,5,17,36.9,28.8,25.1,75,1002.8,1.7,0,91,10,40,0.8,165,62,36,98,34,64,3,1,1,10,13,54,16,4,15,79,16,36,2,2
20180518,1599,0,2018,5,18,32.6,26.7,22.3,80.5,1005.7,2,0,93,10,43,1,229,89,54,107,40,67,0,0,2,9,20,54,22,0,16,91,12,36,1,2
20180519,1600,1,2018,5,19,25.6,22.6,20.5,94.8,1008.6,1.2,135,0,5,28,0.9,97,36,23,74,27,47,0,1,1,4,20,34,14,1,14,59,11,26,1,2
20180520,1601,1,2018,5,20,23.6,21.4,19.3,94,1010.2,2.1,1,0,6,23,0.7,76,22,14,96,46,50,0,0,2,9,18,49,18,0,17,79,14,27,0,4
20180521,1602,0,2018,5,21,23.6,21.1,19.4,93.8,1011.9,1.7,1,0,6,27,0.7,67,30,19,87,32,55,0,1,1,10,26,33,16,1,18,68,12,17,0,7
20180522,1603,0,2018,5,22,30.4,24.1,21,84.3,1009.6,2.2,2,37,5,20,0.7,89,27,18,111,48,63,0,0,3,14,24,52,18,0,27,84,17,29,0,5
20180523,1604,0,2018,5,23,25.2,20.7,17.4,64.8,1013.2,2.1,2,96,7,34,0.8,172,72,22,66,29,37,0,0,3,8,25,23,7,0,23,43,7,11,1,0
20180524,1605,0,2018,5,24,27.9,21.7,13.8,59.8,1010.3,2,0,75,10,35,0.7,156,108,31,86,36,50,0,0,2,8,19,43,14,0,17,69,7,26,1,5
20180525,1606,0,2018,5,25,29.8,24.8,20.6,69.5,1003.4,1.3,0,26,10,42,0.8,138,118,49,101,37,64,0,0,2,11,29,51,8,0,23,78,19,25,0,1
20180526,1607,1,2018,5,26,26.2,23.1,21.6,95,1005.6,0.8,421,0,5,30,0.8,108,42,28,77,31,46,1,1,2,10,25,29,9,1,19,57,6,24,0,4
20180527,1608,1,2018,5,27,23.6,21.7,20.4,97,1009.4,1,112,0,6,32,0.8,71,38,28,77,30,47,0,0,2,7,16,39,13,0,17,60,15,20,0,2
20180528,1609,0,2018,5,28,27.1,23.2,20.5,90.5,1009.4,1,1,10,9,40,1.1,184,73,55,102,49,53,1,0,5,11,24,45,16,1,25,76,15,25,3,3
20180529,1610,0,2018,5,29,27.1,23.5,20.2,92,1010.5,1,0,0,9,36,1,99,64,48,90,35,55,0,0,2,10,29,36,13,0,26,64,12,26,2,1
20180530,1611,0,2018,5,30,27.6,24.3,22.4,89.3,1010.1,1,1,2,8,35,0.9,87,45,32,79,27,52,0,0,0,7,17,46,9,0,13,66,5,21,1,2
20180531,1612,0,2018,5,31,22.6,19.5,17.8,91.3,1013.2,1.3,130,0,7,43,0.8,124,54,28,87,33,54,0,0,1,9,30,37,10,0,20,67,6,25,1,1
20180601,1613,0,2018,6,1,24.6,19.3,14.6,83.3,1015.3,1.2,0,106,9,36,0.6,171,40,23,97,47,50,0,0,2,4,24,42,25,0,13,84,14,30,3,2
20180602,1614,1,2018,6,2,24.7,19.7,13.5,83.3,1014,1.2,0,13,10,30,0.7,126,42,26,88,39,49,0,0,3,11,26,37,11,0,25,63,11,18,0,6
20180603,1615,1,2018,6,3,24.8,22.1,19.7,75.8,1011.3,1,0,0,9,22,0.6,118,37,24,79,30,49,1,0,6,13,19,31,9,1,25,53,5,20,1,2
20180604,1616,0,2018,6,4,28.2,22.6,17.4,83.8,1010.2,0.7,1,22,9,31,0.7,106,51,35,103,52,51,1,0,2,14,24,47,15,1,20,82,11,24,0,4
20180605,1617,0,2018,6,5,24.3,21.8,20.2,87.3,1011,0.7,22,0,7,44,0.9,121,53,40,86,33,53,0,1,2,11,16,37,19,1,21,64,10,26,1,1
20180606,1618,0,2018,6,6,25.3,21.9,19.8,92,1010.8,0.7,440,0,6,29,0.9,126,36,30,85,37,48,0,0,1,13,27,30,14,0,21,64,12,18,1,2
20180607,1619,0,2018,6,7,28.1,23.6,18.7,84,1009.8,1.5,0,60,8,28,0.8,147,32,24,101,39,62,0,0,5,14,27,46,9,0,34,67,8,25,0,2
20180608,1620,0,2018,6,8,27,23.9,21.3,87.5,1007.6,1.1,0,0,10,30,0.7,100,36,26,74,38,36,0,0,1,5,20,35,13,0,15,59,13,20,1,3
20180609,1621,1,2018,6,9,28.3,24.2,21.2,80.3,1003.2,2.3,0,6,10,25,0.7,118,36,26,80,38,42,1,0,5,6,15,41,12,1,19,60,9,20,1,4
20180610,1622,1,2018,6,10,22.8,21.5,20.2,95.3,1002.2,1,77,0,6,29,0.7,84,37,27,78,35,43,0,0,3,4,24,33,14,0,14,64,9,24,2,2
20180611,1623,0,2018,6,11,29.6,23.7,18.3,79,1001.6,2.1,0,78,9,44,0.9,202,54,37,97,45,52,0,0,2,14,32,37,12,0,28,69,15,25,2,0
20180612,1624,0,2018,6,12,32.4,24.9,18.4,74.3,1003.6,1.3,0,53,12,43,1.1,198,76,51,87,43,44,0,0,4,6,15,48,14,0,15,72,11,25,2,0
20180613,1625,0,2018,6,13,32.3,26.2,19.2,66.3,1002.3,2.2,0,102,7,22,0.8,179,51,34,92,42,50,1,1,3,7,24,47,9,2,21,69,9,20,1,3
20180614,1626,0,2018,6,14,29.7,25.4,21.6,68.3,1001.7,2.1,0,80,7,14,0.6,123,27,17,98,39,59,1,0,3,9,21,51,13,1,19,78,8,32,1,2
20180615,1627,0,2018,6,15,28.6,24.2,17.6,74.8,1005,2.2,0,117,8,24,0.6,139,29,15,94,39,55,0,0,3,15,20,42,14,0,21,73,15,29,0,2
20180616,1628,1,2018,6,16,26.7,23.6,20.7,76,1008.6,2.5,0,114,8,17,0.6,129,48,27,84,35,49,0,0,5,6,18,40,15,0,21,63,12,29,0,1
20180617,1629,1,2018,6,17,29.5,24.7,18.9,78.8,1006.8,1.9,0,97,7,12,0.6,99,41,23,95,39,56,0,0,1,10,27,42,15,0,18,77,7,23,3,4
20180618,1630,1,2018,6,18,32.2,26.8,21.1,79.8,1003.4,2.5,0,82,6,10,0.6,88,29,17,70,28,42,0,0,3,12,18,29,8,0,21,49,10,16,0,2
20180619,1631,0,2018,6,19,33.1,27.7,25.2,85.3,999.8,1.9,222,15,5,18,0.6,101,22,13,109,51,58,0,0,3,5,18,64,19,0,13,96,10,37,0,5
20180620,1632,0,2018,6,20,25.8,23.1,21.6,98,1003.1,2.4,266,0,4,26,0.6,77,19,12,80,35,45,0,0,3,8,25,36,8,0,17,63,7,25,0,0
20180621,1633,0,2018,6,21,26.7,23.7,21.5,82.5,1007.4,2.4,1,77,6,20,0.6,125,24,16,76,31,45,0,0,2,6,19,41,8,0,15,61,5,26,1,1
20180622,1634,0,2018,6,22,23.1,21.2,18.7,96.5,1006.8,0.8,323,0,8,34,0.7,58,27,19,66,28,38,0,0,1,4,14,35,12,0,7,59,6,27,1,2
20180623,1635,1,2018,6,23,22,21.3,20.1,99.5,1005.9,1.1,116,0,5,31,0.7,86,15,10,86,39,47,0,0,2,12,23,37,12,0,21,65,9,25,1,2
20180624,1636,1,2018,6,24,28.4,24.4,21.2,92.8,1007.6,1.1,1,0,6,23,0.7,86,24,18,75,30,45,0,0,2,7,27,31,8,0,19,56,4,22,0,2
20180625,1637,0,2018,6,25,34.8,28.9,22.8,82.8,1007.2,1.3,5,106,6,23,0.7,122,40,28,97,43,54,0,0,0,13,22,48,14,0,17,80,11,26,2,2
20180626,1638,0,2018,6,26,36.9,31.1,26.8,78.3,1006.6,1.6,0,109,4,15,0.7,121,40,26,104,47,57,0,0,2,12,36,34,20,0,32,72,15,24,1,2
20180627,1639,0,2018,6,27,38.2,32,26.2,70.3,1005,2.1,0,107,5,18,0.7,125,40,26,119,51,68,0,0,2,9,36,53,19,0,25,94,15,33,2,2
20180628,1640,0,2018,6,28,36.6,31.2,28.2,71.5,1001.6,2.7,0,59,5,24,0.7,120,46,29,95,43,52,0,0,0,12,26,40,17,0,21,74,9,31,1,4
20180629,1641,0,2018,6,29,29.9,27,23.1,87.8,1001.6,1.6,474,30,6,32,0.7,75,32,18,93,39,54,0,0,4,8,23,46,12,0,16,77,11,27,2,3
20180630,1642,1,2018,6,30,29.5,27,24,88.5,1003.5,2.4,9,9,5,18,0.7,70,27,18,77,33,44,0,0,0,11,18,35,13,0,20,57,5,24,0,4
20180701,1643,1,2018,7,1,22.9,14.1,10.5,50.3,919.4,1.8,0,0,5,10,0.5,52,19,10,119,43,76,0,0,4,12,39,47,17,0,32,87,15,26,4,4
20180702,1644,0,2018,7,2,32.2,28.7,24.3,81,1000.9,2.1,0,73,5,12,0.6,69,26,13,91,41,50,0,1,4,11,18,42,15,1,20,70,11,26,0,2
20180703,1645,0,2018,7,3,31,27.6,25.5,90.3,998.2,1.1,1,0,6,25,0.7,96,41,24,94,39,55,0,0,2,12,28,36,16,0,25,69,7,26,1,0
20180704,1646,0,2018,7,4,32.8,28.6,25.1,86.5,998.4,1.1,0,42,6,23,0.8,143,33,22,79,34,45,1,0,1,9,20,32,16,1,19,59,9,21,1,5
20180705,1647,0,2018,7,5,30.1,27.8,25.1,92.3,998.9,1.9,342,0,5,24,0.7,80,25,19,88,39,49,1,0,1,17,18,38,13,1,24,63,4,32,2,1
20180706,1648,0,2018,7,6,32.1,27.2,24.1,94.3,999.9,1.5,948,0,5,27,0.7,90,34,23,86,34,52,1,0,2,12,19,44,8,1,21,64,7,19,1,2
20180707,1649,1,2018,7,7,33.1,28.8,25,86,1002.3,1.2,284,56,5,24,0.7,161,35,26,104,51,53,1,0,4,8,31,44,16,1,28,75,10,23,1,0
20180708,1650,1,2018,7,8,34.5,29.8,25.3,79.5,1004.4,2.1,0,42,5,11,0.5,104,30,20,96,37,59,0,0,2,13,31,33,17,0,23,73,6,30,2,2
20180709,1651,0,2018,7,9,33.4,29.8,26.2,75,1007.5,3,0,129,5,8,0.5,61,22,12,89,38,51,0,1,2,10,26,38,12,1,23,65,11,31,1,1
20180710,1652,0,2018,7,10,33.1,29.3,25.3,77.3,1008.7,2.5,0,129,6,10,0.5,44,24,12,79,34,45,1,0,1,6,22,38,11,1,17,61,10,17,3,2
20180711,1653,0,2018,7,11,31.4,28.9,26.7,77.8,1006.5,5.5,1,88,5,6,0.5,29,35,12,96,49,47,0,2,3,7,32,42,10,1,22,73,10,25,0,2
20180712,1654,0,2018,7,12,32.1,29.1,27.2,80,1008.1,4,0,94,4,7,0.5,49,22,10,85,37,48,0,0,4,8,26,35,12,0,21,64,9,17,0,4
20180713,1655,0,2018,7,13,33.2,29.1,26.3,76.8,1009.2,3,0,123,4,8,0.5,46,18,9,80,33,47,0,1,3,6,21,36,13,1,19,60,9,17,0,0
20180714,1656,1,2018,7,14,33.1,28.7,24.7,74.8,1008.7,3.1,0,130,4,9,0.5,58,17,9,82,34,48,0,0,1,6,28,38,9,0,18,64,6,13,0,4
20180715,1657,1,2018,7,15,33.6,28.7,24.1,76.3,1009,2.6,0,123,5,9,0.5,61,17,9,80,33,47,0,0,2,7,30,34,7,0,21,59,6,13,0,3
20180716,1658,0,2018,7,16,32.6,28.8,24.4,76.3,1009.3,3,0,115,4,9,0.5,52,17,8,79,26,53,1,0,1,11,24,34,8,1,21,57,10,21,1,1
20180717,1659,0,2018,7,17,33.2,29.1,25,76.3,1008.8,2.7,0,108,5,8,0.5,39,18,8,88,35,53,1,0,1,12,24,39,11,1,19,68,6,28,1,4
20180718,1660,0,2018,7,18,33.7,28.9,24.4,77,1008.2,2.7,0,126,4,9,0.5,47,19,8,82,31,51,0,0,1,8,23,41,9,0,16,66,8,27,2,3
20180719,1661,0,2018,7,19,34.4,29.2,24.1,74.3,1007.9,2.2,0,112,5,10,0.5,52,21,8,76,34,42,0,0,1,6,24,35,10,0,15,61,8,18,1,3
20180720,1662,0,2018,7,20,33.1,29,23.5,74.8,1006.2,2.5,0,95,7,15,0.5,74,39,25,87,38,49,1,0,3,7,31,36,9,1,18,68,11,13,2,4
20180721,1663,1,2018,7,21,31.4,27.8,25.1,89,1003.4,2.7,0,50,7,15,0.5,52,35,24,59,29,30,0,0,0,6,14,28,11,0,11,48,10,13,1,2
20180722,1664,1,2018,7,22,30.3,28.2,25.6,86.5,996.4,3.8,237,22,5,11,0.6,58,22,12,82,28,54,2,0,3,11,20,40,6,2,21,59,9,18,1,1
20180723,1665,0,2018,7,23,33,29,24.8,82.8,1001.5,2.2,262,82,5,15,0.6,51,21,13,88,32,56,1,0,1,14,26,31,15,1,25,62,13,22,2,2
20180724,1666,0,2018,7,24,35.2,29.3,24.9,82.3,1003.3,1.5,25,60,6,20,0.6,107,32,21,92,46,46,1,1,1,10,21,45,13,2,16,74,8,30,1,3
20180725,1667,0,2018,7,25,36.7,31.1,26.2,79.3,1004.8,1.7,0,76,5,17,0.7,124,45,31,91,37,54,2,0,3,8,25,40,13,2,22,67,5,22,2,1
20180726,1668,0,2018,7,26,36.5,28.7,24.2,85.3,1005.8,1.7,12,60,6,34,0.8,123,48,30,82,38,44,2,1,1,12,15,37,14,2,21,59,5,25,0,3
20180727,1669,0,2018,7,27,35.2,29.5,25,82,1006.2,0.8,0,80,8,33,0.8,189,54,36,88,35,53,1,0,3,7,28,40,9,1,19,68,10,20,0,0
20180728,1670,1,2018,7,28,34.8,30.4,25.9,80.8,1005.6,1.6,0,101,8,28,0.7,205,58,41,78,35,43,0,0,0,14,23,32,9,0,21,57,8,16,2,3
20180729,1671,1,2018,7,29,34.4,30.4,25.3,76.8,1004.1,1.6,0,95,8,30,0.7,139,61,42,85,38,47,0,1,2,11,24,28,19,1,22,62,4,22,2,1
20180730,1672,0,2018,7,30,35,29.2,26,82.5,1003.3,1.1,6,55,8,32,0.8,156,64,44,93,35,58,0,0,2,9,30,44,8,0,17,76,11,21,0,3
20180731,1673,0,2018,7,31,33.8,29.6,26.4,78.8,1003.5,1.7,0,69,7,24,0.7,192,48,33,76,27,49,1,0,2,11,26,32,4,1,21,54,6,21,2,1
20180801,1674,0,2018,8,1,33.7,28.9,24.8,82.3,1003.1,2.3,0,68,6,18,0.6,130,31,19,100,38,62,0,0,2,10,23,51,14,0,20,80,8,36,1,2
20180802,1675,0,2018,8,2,31.3,28.3,25.8,91,1001.6,2,259,16,5,14,0.6,80,27,18,87,40,47,1,0,2,7,17,47,13,1,13,73,8,18,1,2
20180803,1676,0,2018,8,3,33.3,28.3,24.7,84.3,998,2.5,441,52,4,13,0.6,97,21,15,102,43,59,0,0,0,14,25,50,13,0,20,82,7,29,2,1
20180804,1677,1,2018,8,4,34.4,30.2,26,78,1003.6,2.6,0,106,4,11,0.6,86,27,16,95,41,54,0,0,6,9,27,43,10,0,27,68,9,24,2,6
20180805,1678,1,2018,8,5,35.6,31,25.8,75.5,1005.1,2,0,109,4,10,0.6,106,29,19,104,47,57,1,0,0,19,24,50,10,1,25,78,11,27,0,1
20180806,1679,0,2018,8,6,35.7,30.8,26.4,78.3,1004.7,2.1,0,108,6,18,0.6,126,34,23,73,36,37,0,0,0,13,18,34,8,0,21,52,5,17,3,6
20180807,1680,0,2018,8,7,34.6,30.2,26.6,78.5,1005.2,2.7,0,105,6,14,0.6,87,26,17,97,45,52,0,1,1,12,28,42,13,0,24,73,11,28,4,3
20180808,1681,0,2018,8,8,33.3,29.7,24.7,78,1005.7,1.8,0,111,7,20,0.6,126,35,23,91,45,46,3,0,1,7,28,44,8,3,21,67,7,25,1,3
20180809,1682,0,2018,8,9,33,29,24.3,81,1005.4,1.2,0,97,8,22,0.7,144,43,29,95,44,51,1,1,1,5,33,45,9,2,16,77,7,27,1,4
20180810,1683,0,2018,8,10,34.4,29.8,24.5,75.3,1004.1,1.5,0,120,9,24,0.7,145,47,32,98,35,63,0,1,5,6,28,47,11,0,22,76,6,23,2,0
20180811,1684,1,2018,8,11,33.7,29.4,24.9,81.3,1001.8,1.7,0,78,11,29,0.8,138,56,37,90,40,50,0,1,2,7,24,37,19,0,22,68,10,31,0,0
20180812,1685,1,2018,8,12,29.1,27.6,25.9,91,998.5,2.5,113,0,6,16,0.7,58,25,16,93,41,52,0,0,3,12,31,35,12,0,29,64,10,28,0,0
20180813,1686,0,2018,8,13,33,29.4,26.7,81.5,999.3,4.2,296,30,4,9,0.6,70,22,11,95,40,55,0,0,2,10,28,40,15,0,23,72,10,26,0,5
20180814,1687,0,2018,8,14,32.9,29.5,25.5,82.8,1003.3,3.1,49,92,5,11,0.5,32,22,10,79,37,42,0,1,3,6,27,27,15,1,16,62,8,24,1,4
20180815,1688,0,2018,8,15,32.4,29.4,26.5,86.5,1002.6,2,2,89,6,16,0.5,60,26,12,77,35,42,1,0,5,10,17,34,10,1,19,57,7,17,1,4
20180816,1689,0,2018,8,16,31.2,27.7,26.3,92.5,997.5,3.8,292,20,4,16,0.6,63,20,10,95,44,51,0,0,1,9,32,42,11,0,23,72,10,29,1,5
20180817,1690,0,2018,8,17,33,28.4,25.4,87.8,994.2,4.1,784,19,4,12,0.6,92,21,14,85,36,49,0,0,3,6,28,35,13,0,21,64,11,27,1,3
20180818,1691,1,2018,8,18,31.8,28.2,26.4,87.8,1002.8,2.9,38,31,5,10,0.6,59,17,8,85,32,53,2,1,1,7,24,38,12,3,19,63,9,19,1,4
20180819,1692,1,2018,8,19,31.8,29,26.3,82.3,1003.9,3.5,8,70,5,9,0.5,52,14,7,81,38,43,0,0,2,7,21,40,11,0,11,70,10,23,2,2
20180820,1693,0,2018,8,20,33.1,29.5,26.4,81.8,1002.3,2.4,3,114,4,10,0.6,72,16,9,103,46,57,0,0,1,12,22,58,10,0,22,81,11,24,2,4
20180821,1694,0,2018,8,21,34,29.5,25.8,82.8,1000.8,1.6,0,54,6,22,0.7,127,27,16,109,42,67,0,1,5,5,21,56,21,0,21,88,13,25,1,7
20180822,1695,0,2018,8,22,32.8,29,24.9,81,1000.4,1.8,40,98,6,21,0.6,97,24,14,92,44,48,1,0,2,8,29,39,13,1,26,65,6,25,1,9
20180823,1696,0,2018,8,23,32.9,28.4,25.2,76.5,1000.7,1.4,0,98,7,25,0.8,165,41,25,95,43,52,0,0,3,9,33,39,11,0,19,76,8,23,0,2
20180824,1697,0,2018,8,24,30.2,27.3,22.8,67,1004.2,1.6,0,22,11,31,0.9,174,51,30,81,39,42,0,0,0,6,22,35,18,0,13,68,14,17,1,5
20180825,1698,1,2018,8,25,30.3,28,26,90,1004.1,1.6,177,0,6,23,0.7,87,34,20,88,41,47,0,0,0,8,22,41,17,0,17,71,13,21,2,1
20180826,1699,1,2018,8,26,31.4,28.4,26.4,87,1004,1.5,86,16,5,14,0.6,58,18,9,70,22,48,0,2,2,8,22,25,11,2,19,49,4,19,1,5
20180827,1700,0,2018,8,27,32.4,28.7,25.5,83.5,1006.4,2.9,37,77,5,9,0.5,55,18,8,117,56,61,0,0,3,12,37,47,18,0,25,92,15,33,0,7
20180828,1701,0,2018,8,28,31.6,28.6,26.7,80,1007.8,2.8,1,84,5,10,0.5,53,17,7,93,42,51,0,2,5,15,22,35,14,1,27,65,11,25,1,1
20180829,1702,0,2018,8,29,33.8,29.1,24.3,75.5,1006.7,3,0,101,5,11,0.5,68,18,7,82,34,48,0,0,4,9,18,32,19,0,18,64,7,26,2,5
20180830,1703,0,2018,8,30,33.1,28.9,24.7,76.3,1007.8,2.5,0,87,5,11,0.5,76,18,8,96,50,46,1,0,0,9,33,37,16,1,22,73,14,18,3,2
20180831,1704,0,2018,8,31,34.2,29.9,27,70.8,1008.4,2.4,0,79,6,12,0.5,90,20,11,95,41,54,0,0,4,11,28,37,15,0,25,70,9,24,0,6
20180901,1705,1,2018,8,1,33.6,29.2,25.5,80,1007.6,1.5,63,56,7,19,0.6,113,26,16,102,33,69,0,0,4,9,28,45,16,0,23,79,13,23,2,3
20180902,1706,1,2018,8,2,33.5,28.2,25.7,88.5,1005.2,0.9,40,26,7,22,0.6,150,37,26,89,38,51,1,0,2,7,22,41,16,1,12,76,9,25,2,2
20180903,1707,0,2018,8,3,34.4,28.2,25.7,91.8,1002.4,1.3,238,45,7,30,0.7,106,36,24,98,43,55,0,0,1,7,23,47,20,0,12,86,6,37,3,6
20180904,1708,0,2018,8,4,33.4,28.4,24.2,77.8,1002.4,2.1,0,72,8,33,0.9,186,56,37,94,40,54,0,0,3,4,24,45,18,0,14,80,13,26,2,1
20180905,1709,0,2018,8,5,32.9,26.7,21,74.8,1006.1,1.1,0,89,12,32,0.8,201,62,37,94,36,58,0,0,1,7,22,48,16,0,17,77,5,25,1,3
20180906,1710,0,2018,8,6,33,28.7,24.7,77.5,1005.3,1.7,0,30,6,17,0.7,142,54,36,77,36,41,0,0,0,11,18,33,15,0,16,61,6,21,1,6
20180907,1711,0,2018,8,7,28.3,24.1,21.9,89.5,1008.8,2,34,0,7,29,0.7,104,42,30,93,37,56,1,0,2,8,26,41,15,1,18,74,8,27,1,3
20180908,1712,1,2018,8,8,22.6,21.5,20.5,98.5,1012.9,0.8,174,0,7,39,0.7,73,32,22,83,38,45,0,0,1,8,23,35,16,0,14,69,5,30,1,1
20180909,1713,1,2018,8,9,27.9,24,18.4,75.5,1015.5,2.4,1,95,8,27,0.6,112,29,17,83,39,44,0,0,1,4,25,42,11,0,14,69,3,28,4,3
20180910,1714,0,2018,8,10,27.7,24.3,20.5,72.8,1016.8,1.7,0,29,8,30,0.5,110,30,15,98,42,56,0,1,2,11,24,52,8,1,24,73,7,25,0,5
20180911,1715,0,2018,9,11,27.7,22.5,20.1,92.5,1014.7,0.5,67,0,9,42,0.6,72,39,20,88,36,52,0,0,1,6,24,39,18,0,18,70,10,29,1,4
20180912,1716,0,2018,9,12,26.3,22.9,20.7,96.3,1012.7,1.9,52,0,6,28,0.5,72,18,10,79,37,42,0,0,4,3,21,34,17,0,16,63,9,30,1,3
20180913,1717,0,2018,9,13,29.7,25.6,21.7,87.3,1012.5,0.8,0,16,8,35,0.6,131,43,30,82,41,41,1,0,3,11,22,36,9,1,21,60,9,21,0,4
20180914,1718,0,2018,9,14,30.7,26.3,23.3,91.3,1013.2,1.2,0,48,8,39,0.7,159,51,34,102,42,60,0,1,1,7,29,55,9,1,18,83,16,29,1,2
20180915,1719,1,2018,9,15,30.8,27.1,22.4,83.5,1013.5,1.8,0,81,8,23,0.5,91,26,16,102,40,62,0,0,2,8,25,50,17,0,19,83,16,30,1,7
20180916,1720,1,2018,9,16,32.4,27.6,23.2,87.3,1012.8,1.4,7,65,6,16,0.5,34,22,11,103,39,64,0,0,0,15,34,42,12,0,24,79,16,26,1,3
20180917,1721,0,2018,9,17,28.2,24.9,23.5,99.5,1014.6,1.2,1385,0,6,21,0.5,16,12,6,109,44,65,0,0,1,7,30,50,21,0,17,92,12,34,0,7
20180918,1722,0,2018,9,18,32.8,26.7,22.7,90.5,1015.2,1.4,0,99,8,24,0.6,121,25,15,113,44,69,2,0,3,12,34,47,15,2,24,87,7,21,1,6
20180919,1723,0,2018,9,19,34.3,28.8,25,84.3,1011.7,1.7,0,85,6,22,0.5,88,30,18,103,45,58,0,0,2,13,26,48,14,0,23,80,14,26,0,5
20180920,1724,0,2018,9,20,35.1,28.3,23.8,83.3,1008.8,1.8,248,73,6,25,0.5,94,27,17,77,33,44,1,0,1,4,19,34,18,1,14,62,12,20,0,4
20180921,1725,0,2018,9,21,27.1,24.8,23.4,92.3,1011.6,1.1,22,0,7,33,0.9,70,28,20,105,51,54,1,0,0,12,28,47,17,1,21,83,7,28,3,4
20180922,1726,1,2018,9,22,27.7,24,22.2,92.5,1015.5,1.5,69,0,9,46,0.9,80,34,22,88,32,56,0,0,0,5,24,46,13,0,16,72,19,20,0,0
20180923,1727,1,2018,9,23,27.5,24.5,23,90.3,1015.7,1.1,1,0,10,37,0.7,87,36,22,93,43,50,0,0,0,7,30,42,14,0,15,78,12,22,1,2
20180924,1728,1,2018,9,24,28.2,24.9,22.2,67.5,1016.4,3.2,0,88,9,23,0.7,144,39,22,82,45,37,0,0,0,7,14,54,7,0,12,70,9,29,0,2
20180925,1729,0,2018,9,25,26,23.8,21.9,54.8,1015.7,3.2,0,77,7,19,0.5,113,27,10,87,37,50,0,0,1,12,12,45,17,0,18,69,11,30,1,4
20180926,1730,0,2018,9,26,26.3,23.7,21.7,61.3,1014.3,3.3,0,26,6,19,0.5,106,26,10,97,45,52,1,0,2,8,28,48,10,1,20,76,12,35,0,2
20180927,1731,0,2018,9,27,26.9,24,21.4,69.3,1014.1,2.6,31,52,6,20,0.5,98,27,12,92,39,53,0,0,0,9,26,41,16,0,14,78,5,25,0,3
20180928,1732,0,2018,9,28,27.2,23.4,18.6,72.8,1013.9,2.4,0,79,8,26,0.5,104,28,10,72,36,36,0,0,3,6,28,27,8,0,18,54,3,23,1,7
20180929,1733,0,2018,9,29,27.2,24.1,22,66.3,1010.3,4.2,0,101,7,15,0.5,103,27,9,96,45,51,0,0,2,10,23,47,14,0,25,71,14,23,2,4
20180930,1734,0,2018,9,30,27.9,22.4,18,69.8,1011.1,2.9,0,100,13,42,0.9,217,75,44,77,32,45,0,0,1,4,28,31,13,0,14,63,10,17,1,2
